name,ttm,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
PretaxIncome,"456,200,000","204,300,000","147,100,000","96,300,000","8,500,000","69,900,000","170,800,000","161,800,000","191,500,000","236,600,000","193,100,000","158,900,000","-4,100,000","226,800,000","109,200,000","178,800,000","-24,600,000","183,300,000","217,000,000","42,900,000","75,800,000","78,300,000","136,500,000","158,300,000","-107,600,000","178,700,000","215,100,000","54,711,000","220,858,000","235,512,000","337,507,000","110,214,000","-32,251,000","40,025,000","83,193,000","90,346,000","224,751,000","193,787,000","235,253,000","178,537,000","193,971,000","210,767,000","206,424,000","34,823,000","208,619,000","264,661,000","249,648,000","253,089,000","115,309,000","131,928,000","214,629,000","-122,110,000","226,732,000","253,456,000","248,366,000","61,155,000","209,066,000","281,518,000","157,867,000","191,456,000","-163,520,000","249,414,000","285,928,000","196,903,000","284,145,000","252,474,000","277,518,000","390,182,000","231,041,000","232,163,000","242,356,000","149,412,000","141,374,000","188,099,000","176,723,000","139,869,000","109,254,000","144,044,000","142,761,000","-134,392,000","145,776,000","137,606,000","110,367,000"
TaxProvision,"110,900,000","48,000,000","33,500,000","28,200,000","1,200,000","17,700,000","25,300,000","35,100,000","37,900,000","51,900,000","44,600,000","39,800,000","26,400,000","48,400,000","-46,600,000","50,000,000","28,600,000","40,700,000","48,400,000","16,300,000","22,800,000","11,300,000","30,500,000","-154,600,000","-50,300,000","58,500,000","71,300,000","23,395,000","76,491,000","66,163,000","117,189,000","44,470,000","-25,229,000","7,236,000","33,149,000","40,591,000","84,454,000","50,177,000","98,008,000","69,721,000","65,183,000","77,244,000","88,644,000","9,836,000","82,331,000","95,491,000","86,388,000","90,834,000","39,326,000","-33,932,000","72,888,000","62,281,000","85,062,000","88,781,000","91,143,000","49,214,000","64,336,000","88,196,000","77,286,000","9,015,000","-52,091,000","59,460,000","99,098,000","76,085,000","96,954,000","86,194,000","98,061,000","137,675,000","79,738,000","81,027,000","81,431,000","12,366,000","41,087,000","60,475,000","62,325,000","53,741,000","34,410,000","48,834,000","48,383,000","-56,759,000","46,378,000","46,956,000","37,130,000"
NetIncomeCommonStockholders,"345,300,000","156,300,000","113,600,000","68,100,000","7,300,000","52,200,000","145,500,000","123,600,000","882,400,000","203,400,000","158,300,000","134,500,000","-34,900,000","173,500,000","150,000,000","122,900,000","-59,500,000","139,500,000","161,000,000","20,300,000","48,300,000","62,200,000","106,000,000","312,900,000","-57,300,000","120,200,000","143,800,000","31,316,000","144,367,000","169,349,000","220,318,000","65,744,000","-7,022,000","32,789,000","50,044,000","49,755,000","140,297,000","143,610,000","137,245,000","108,816,000","128,788,000","133,523,000","117,780,000","24,987,000","126,288,000","169,170,000","163,260,000","162,255,000","75,983,000","165,860,000","141,741,000","-184,391,000","141,670,000","164,675,000","157,223,000","11,941,000","144,730,000","193,322,000","80,581,000","182,441,000","-111,429,000","189,954,000","186,830,000","120,818,000","187,191,000","166,280,000","179,457,000","252,507,000","151,303,000","151,136,000","162,472,000","137,046,000","100,287,000","127,624,000","114,398,000","86,128,000","74,844,000","95,210,000","94,378,000","-77,633,000","99,398,000","90,650,000","73,237,000"
	NetIncome,"345,300,000","156,300,000","113,600,000","68,100,000","7,300,000","52,200,000","145,500,000","123,600,000","882,400,000","203,400,000","163,000,000","139,200,000","-30,200,000","178,100,000","154,700,000","127,600,000","-54,800,000","144,100,000","165,700,000","25,000,000","53,000,000","67,000,000","106,000,000","312,900,000","-57,300,000","120,200,000","143,800,000","31,316,000","144,367,000","169,349,000","220,318,000","65,744,000","-7,022,000","32,789,000","50,044,000","49,755,000","140,297,000","143,610,000","137,245,000","108,816,000","128,788,000","133,523,000","117,780,000","24,987,000","126,288,000","169,170,000","163,260,000","162,255,000","75,983,000","165,860,000","141,741,000","-184,391,000","141,670,000","164,675,000","157,223,000","11,941,000","144,730,000","193,322,000","80,581,000","182,441,000","-111,429,000","189,954,000","186,830,000","120,818,000","187,191,000","166,280,000","179,457,000","252,507,000","151,303,000","151,136,000","162,472,000","137,046,000","100,287,000","127,624,000","114,398,000","86,128,000","74,844,000","95,210,000","94,378,000","-77,633,000","99,398,000","90,650,000","73,237,000"
		NetIncomeIncludingNoncontrollingInterests,"345,300,000","156,300,000","113,600,000","68,100,000","7,300,000","52,200,000","145,500,000","123,600,000","882,400,000","203,600,000","162,800,000","139,000,000","-30,500,000","178,400,000","155,800,000","128,800,000","-53,200,000","142,600,000","168,600,000","26,600,000","53,000,000","67,000,000","106,000,000","312,900,000","-57,300,000","120,200,000","143,800,000","31,316,000","144,367,000","169,349,000","220,318,000","65,744,000","-7,022,000","32,789,000","50,044,000","49,755,000","140,297,000","143,610,000","137,245,000","108,816,000","128,788,000","133,523,000","117,780,000","24,987,000","126,288,000","169,170,000","163,260,000","162,255,000","75,983,000","165,860,000","141,741,000","-184,391,000","141,670,000","164,675,000","157,223,000","11,941,000","144,730,000","193,322,000","80,581,000","182,441,000","-111,429,000","189,954,000","186,830,000","120,818,000","187,191,000","166,280,000","179,457,000","252,507,000","151,303,000","151,136,000","162,472,000","137,046,000","100,287,000","127,624,000","114,398,000","88,291,000","74,844,000","95,210,000","92,215,000","-77,633,000","99,398,000","90,650,000","73,237,000"
			NetIncomeContinuousOperations,"345,300,000","156,300,000","113,600,000","68,100,000","7,300,000","52,200,000","145,500,000","126,700,000","153,600,000","184,700,000","148,500,000","119,100,000","-30,500,000","178,400,000","155,800,000","128,800,000","-53,200,000","142,600,000","168,600,000","26,600,000","53,000,000","67,000,000","106,000,000","312,900,000","-57,300,000","120,200,000","143,800,000","31,316,000","144,367,000","169,349,000","220,318,000","65,744,000","-7,022,000","32,789,000","50,044,000","49,755,000","140,297,000","143,610,000","137,245,000","108,816,000","128,788,000","133,523,000","117,780,000","24,987,000","126,288,000","169,170,000","163,260,000","162,255,000","75,983,000","165,860,000","141,741,000","-184,391,000","141,670,000","164,675,000","157,223,000","11,941,000","144,730,000","193,322,000","80,581,000","182,441,000","-111,429,000","189,954,000","186,830,000","120,818,000","187,191,000","166,280,000","179,457,000","252,507,000","151,303,000","151,136,000","160,925,000","137,046,000","100,287,000","127,624,000","114,398,000","86,128,000","74,844,000","95,210,000","94,378,000","-77,633,000","99,398,000","90,650,000","73,237,000"
			NetIncomeDiscontinuousOperations,,,,"0","0","0","0","-3,100,000","728,800,000","18,900,000","14,300,000","19,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","1,547,000",,,,,,,,,,,,
		MinorityInterests,,,,,,"0","0","0","0","-200,000","200,000","200,000","300,000","-300,000","-1,100,000","-1,200,000","-1,600,000","1,500,000","-2,900,000","-1,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,163,000",,,,
	PreferredStockDividends,,,,,,,,"0",,,"4,700,000","4,700,000","4,700,000","4,600,000","4,700,000","4,700,000","4,700,000","4,600,000","4,700,000","4,700,000","4,700,000","4,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"345,300,000","156,300,000","113,600,000","68,100,000","7,300,000","52,200,000","145,500,000","123,600,000","882,400,000","203,400,000","158,300,000","134,500,000","-34,900,000","173,500,000","150,000,000","122,900,000","-59,500,000","139,500,000","161,000,000","20,300,000","48,300,000","62,200,000","106,000,000","312,900,000","-57,300,000","120,200,000","143,800,000","31,316,000","144,367,000","169,349,000","220,318,000","65,744,000","-7,022,000","32,789,000","50,044,000","49,755,000","140,297,000","143,610,000","137,245,000","108,816,000","128,788,000","133,523,000","117,780,000","24,987,000","126,288,000","169,170,000","163,260,000","162,255,000","75,983,000","165,860,000","141,741,000","-184,391,000","141,670,000","164,675,000","157,223,000","11,941,000","144,730,000","193,322,000","80,581,000","182,441,000","-111,429,000","189,954,000","186,830,000","120,818,000","187,191,000","166,280,000","179,457,000","252,507,000","151,303,000","151,136,000","162,472,000","137,046,000","100,287,000","127,624,000","114,398,000","86,128,000","74,844,000","95,210,000","94,378,000","-77,633,000","99,398,000","90,650,000","73,237,000"
BasicEPS,,"2.91","2.12","1.27","0.14","0.96","2.67","2.21","14.88","3.38","2.67","2.268","-0.58","2.87","2.48","2.01","-0.96","2.24","2.57","0.32","0.76","1.09","1.99","5.79","-1.05","2.18","2.56","0.54","2.4","2.72","3.38","0.99","-0.1","0.48","0.72","0.7","1.94","1.98","1.88","1.48","1.7","1.72","1.47","0.31","1.54","1.96","1.84","1.71","0.8","1.7","1.4","-1.61","1.31","1.47","1.35","0.11","1.22","1.63","0.68","1.54","-0.95","1.61","1.58","1.03","1.58","1.38","1.47","2.03","1.2","1.18","1.25","1.04","0.74","0.93","0.82","0.61","0.53","0.67","0.73","-0.71","0.91","0.83","0.67"
DilutedEPS,,"2.9","2.12","1.27","0.14","0.95","2.65","2.2","14.79","3.36","2.64","2.23","-0.58","2.81","2.43","1.98","-0.96","2.21","2.52","0.32","0.76","1.09","1.96","5.76","-1.05","2.16","2.53","0.54","2.37","2.7","3.34","0.97","-0.1","0.47","0.71","0.69","1.92","1.95","1.86","1.46","1.68","1.7","1.46","0.31","1.52","1.94","1.81","1.67","0.79","1.68","1.39","-1.61","1.3","1.46","1.34","0.09","1.22","1.63","0.68","1.54","-0.95","1.59","1.56","1.01","1.56","1.36","1.45","1.99","1.18","1.16","1.23","1.03","0.74","0.92","0.82","0.61","0.53","0.67","0.73","-0.71","0.91","0.83","0.67"
BasicAverageShares,,"53,745,611","53,492,413","53,404,727","53,717,373","54,607,321","55,779,362","57,254,374","59,126,313","60,990,609","59,192,880","59,304,229","60,190,103","60,363,577","60,602,911","61,159,150","61,804,492","62,222,090","62,594,828","62,928,096","63,621,184","57,060,313","53,169,358","54,019,089","54,524,874","55,230,367","56,201,342","57,503,640","60,262,073","62,244,778","65,086,935","66,732,896","67,632,920","68,558,472","69,770,224","71,054,598","72,182,547","72,659,590","72,848,756","73,639,434","75,544,542","77,508,062","79,984,576","79,967,001","82,156,838","86,279,670","88,772,845","92,309,978","95,351,601","97,713,045","101,194,814","106,117,530","107,806,207","111,893,858","116,817,005","117,584,454","118,184,367","118,482,958","117,891,543","117,626,689","117,750,167","118,309,388","118,103,519","117,736,811","118,447,175","120,657,052","122,149,873","123,153,882","125,793,731","128,488,126","129,998,426","131,005,996","134,706,785","137,700,163","139,736,533","139,979,877","141,694,172","142,196,828","129,521,599","109,222,276","109,222,276","109,222,276","109,222,276"
DilutedAverageShares,,"53,889,682","53,698,162","53,755,562","54,066,605","55,014,947","56,180,404","57,928,813","59,479,464","61,322,556","61,783,392","62,697,178","60,425,722","63,347,189","63,626,926","61,873,137","61,804,492","65,288,447","65,777,945","63,232,485","63,800,347","57,264,408","54,189,498","54,334,415","54,524,874","55,509,898","56,756,641","58,162,397","60,828,341","62,723,292","65,920,546","67,592,973","67,632,920","69,244,399","70,757,549","72,104,349","73,046,704","73,544,191","73,873,952","74,713,082","76,459,791","78,366,115","80,946,649","81,037,457","82,959,453","87,044,581","90,069,097","94,299,100","96,303,012","98,690,114","101,974,815","107,519,487","108,584,282","112,715,117","117,194,873","119,198,168","118,291,841","118,728,304","117,967,747","118,072,963","117,750,167","119,640,883","119,387,321","119,560,739","119,741,434","122,492,504","124,111,534","125,618,413","127,766,049","130,327,634","132,000,306","131,643,350","136,177,498","139,019,388","139,833,013","140,213,270","141,787,153","142,220,994","129,521,599","109,222,276","109,222,276","109,222,276","109,222,276"
NetIncomeFromContinuingAndDiscontinuedOperation,"345,300,000","156,300,000","113,600,000","68,100,000","7,300,000","52,200,000","145,500,000","123,600,000","882,400,000","203,400,000","163,000,000","139,200,000","-30,200,000","178,100,000","154,700,000","127,600,000","-54,800,000","144,100,000","165,700,000","25,000,000","53,000,000","67,000,000","106,000,000","312,900,000","-57,300,000","120,200,000","143,800,000","31,316,000","144,367,000","169,349,000","220,318,000","65,744,000","-7,022,000","32,789,000","50,044,000","49,755,000","140,297,000","143,610,000","137,245,000","108,816,000","128,788,000","133,523,000","117,780,000","24,987,000","126,288,000","169,170,000","163,260,000","162,255,000","75,983,000","165,860,000","141,741,000","-184,391,000","141,670,000","164,675,000","157,223,000","11,941,000","144,730,000","193,322,000","80,581,000","182,441,000","-111,429,000","189,954,000","186,830,000","120,818,000","187,191,000","166,280,000","179,457,000","252,507,000","151,303,000","151,136,000","160,925,000","137,046,000","100,287,000","127,624,000","114,398,000","86,128,000","74,844,000","95,210,000","94,378,000","-77,633,000","99,398,000","90,650,000","73,237,000"
NormalizedIncome,"351,128,167.47","156,300,000","113,522,773.623","73,615,887.85","7,300,000","52,872,103.004","145,500,000","126,700,000","170,203,237.598","184,500,000","148,700,000","119,300,000","70,394,000","178,100,000","154,700,000","127,600,000","-31,878,000","144,100,000","165,700,000","25,000,000","53,000,000","67,000,000","106,000,000","312,900,000","-57,300,000","120,200,000","143,800,000","45,134,600","144,367,000","169,349,000","201,010,057.338","65,744,000","-7,022,000","32,789,000","50,044,000","49,755,000","140,297,000","143,610,000","137,245,000","108,816,000","128,788,000","133,523,000","117,780,000","24,987,000","126,288,000","169,170,000","163,260,000","162,255,000","75,983,000","165,860,000","141,741,000","-184,391,000","141,670,000","164,675,000","157,223,000","11,941,000","144,730,000","193,322,000","80,581,000","182,441,000","-111,429,000","189,954,000","186,830,000","120,818,000","187,191,000","166,280,000","179,457,000","252,507,000","151,303,000","151,136,000","160,925,000","137,046,000","100,287,000","127,624,000","114,398,000","86,128,000","74,844,000","95,210,000","94,378,000","-77,633,000","99,398,000","90,650,000","73,237,000"
EBIT,"564,600,000","231,500,000","174,100,000","124,200,000","34,800,000","97,100,000","197,700,000","188,900,000","219,000,000","265,400,000","221,500,000","185,700,000","21,400,000","253,500,000","134,700,000","204,200,000","7,600,000","209,800,000","243,500,000","69,200,000","102,300,000","104,300,000","158,000,000","170,600,000","-95,400,000","191,100,000","227,700,000","68,589,000","234,864,000","250,744,000","352,010,000","123,995,000","-18,472,000","53,803,000","96,971,000","104,124,000","238,527,000","207,563,000","252,318,000","198,903,000","214,742,000","232,287,000","221,502,000","49,901,000","223,697,000","279,735,000","264,724,000","268,165,000","130,387,000","147,003,000","229,760,000","-106,948,000","241,894,000","268,617,000","263,527,000","76,315,000","224,226,000","296,678,000","173,056,000","206,644,000","-148,330,000","264,701,000","301,216,000","212,200,000","299,433,000","267,770,000","292,815,000","405,488,000","246,348,000","247,478,000","257,671,000","164,727,000","156,689,000","203,413,000","192,037,000","155,183,000","124,361,000","159,878,000","152,924,000",,,,
ReconciledDepreciation,"181,900,000","47,200,000","48,100,000","41,800,000","44,800,000","48,100,000","47,300,000","45,600,000","41,900,000","42,700,000","41,400,000","39,200,000","40,100,000","31,500,000","33,500,000","38,400,000","27,300,000","30,400,000","29,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"345,300,000","156,300,000","113,600,000","68,100,000","7,300,000","52,200,000","145,500,000","126,700,000","153,600,000","184,500,000","148,700,000","119,300,000","-30,200,000","178,100,000","154,700,000","127,600,000","-54,800,000","144,100,000","165,700,000","25,000,000","53,000,000","67,000,000","106,000,000","312,900,000","-57,300,000","120,200,000","143,800,000","31,316,000","144,367,000","169,349,000","220,318,000","65,744,000","-7,022,000","32,789,000","50,044,000","49,755,000","140,297,000","143,610,000","137,245,000","108,816,000","128,788,000","133,523,000","117,780,000","24,987,000","126,288,000","169,170,000","163,260,000","162,255,000","75,983,000","165,860,000","141,741,000","-184,391,000","141,670,000","164,675,000","157,223,000","11,941,000","144,730,000","193,322,000","80,581,000","182,441,000","-111,429,000","189,954,000","186,830,000","120,818,000","187,191,000","166,280,000","179,457,000","252,507,000","151,303,000","151,136,000","160,925,000","137,046,000","100,287,000","127,624,000","114,398,000","86,128,000","74,844,000","95,210,000","94,378,000","-77,633,000","99,398,000","90,650,000","73,237,000"
TotalUnusualItemsExcludingGoodwill,"-7,700,000","0","100,000","-7,800,000","0","-900,000",,"0","-20,700,000",,,"0","-137,800,000",,,"0","-31,400,000",,,,,,,"0","0","0","0","-23,031,000","0","0","29,578,000",,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"-7,700,000","0","100,000","-7,800,000","0","-900,000",,"0","-20,700,000",,,"0","-137,800,000",,,"0","-31,400,000",,,,,,,"0","0","0","0","-23,031,000","0","0","29,578,000",,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.243","0.235","0.228","0.293","0.141","0.253","0.148","0.217","0.198","0.219","0.231","0.242","0.27","0.213","0.27","0.28","0.27","0.222","0.223","0.38","0.301","0.196","0.331","0.4","0.4","0.327","0.331","0.4","0.346","0.281","0.347","0.4","0.4","0.181","0.398","0.35","0.376","0.259","0.35","0.391","0.336","0.366","0.35","0.282","0.395","0.361","0.346","0.359","0.341","0.35","0.34","0.35","0.375","0.35","0.367","0.35","0.308","0.313","0.35","0.047","0.319","0.238","0.347","0.386","0.341","0.341","0.353","0.353","0.345","0.349","0.336","0.083","0.291","0.322","0.353","0.384","0.315","0.339","0.339","0.4","0.318","0.341","0.336"
TaxEffectOfUnusualItems,"-1,871,832.53","0","22,773.623","-2,284,112.15","0","-227,896.996","0","0","-4,096,762.402","0","0","0","-37,206,000","0","0","0","-8,478,000","0","0","0","0","0","0","0","0","0","0","-9,212,400","0","0","10,270,057.338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
InterestExpense,"108,400,000","27,200,000","27,000,000","27,900,000","26,300,000","27,200,000","26,900,000","27,100,000","27,500,000","28,800,000","28,400,000","26,800,000","25,500,000","26,700,000","25,500,000","25,400,000","32,200,000","26,500,000","26,500,000","26,300,000","26,500,000","26,000,000","21,500,000","12,300,000","12,200,000","12,400,000","12,600,000","13,878,000","14,006,000","15,232,000","14,503,000","13,781,000","13,779,000","13,778,000","13,778,000","13,778,000","13,776,000","13,776,000","17,065,000","20,366,000","20,771,000","21,520,000","15,078,000","15,078,000","15,078,000","15,074,000","15,076,000","15,076,000","15,078,000","15,075,000","15,131,000","15,162,000","15,162,000","15,161,000","15,161,000","15,160,000","15,160,000","15,160,000","15,189,000","15,188,000","15,190,000","15,287,000","15,288,000","15,297,000","15,288,000","15,296,000","15,297,000","15,306,000","15,307,000","15,315,000","15,315,000","15,315,000","15,315,000","15,314,000","15,314,000","15,314,000","15,107,000","15,834,000","10,163,000",,,,